metric,sample_num,plot,date,treatment,treatment_label,depth_cm,depth_label,value,metric_label,multiplier,metric_order,value_plot
mean_nosc,43,3,2022-11-16,control,Control,10,0-10 cm,-0.740700273232085,"Mean NOSC
(formula-count mean)",1,2,-0.740700273232085
mean_nosc,88,5,2022-11-16,control,Control,10,0-10 cm,-0.479070082422155,"Mean NOSC
(formula-count mean)",1,2,-0.479070082422155
mean_nosc,44,3,2023-05-30,control,Control,10,0-10 cm,-0.616872297119507,"Mean NOSC
(formula-count mean)",1,2,-0.616872297119507
mean_nosc,45,3,2023-12-27,control,Control,10,0-10 cm,-0.640834740541875,"Mean NOSC
(formula-count mean)",1,2,-0.640834740541875
mean_nosc,46,3,2024-04-16,control,Control,10,0-10 cm,-0.747032284050099,"Mean NOSC
(formula-count mean)",1,2,-0.747032284050099
mean_nosc,47,3,2024-04-30,control,Control,10,0-10 cm,-0.534597316433,"Mean NOSC
(formula-count mean)",1,2,-0.534597316433
mean_nosc,14,2,2017-05-31,warmed,Warmed,10,0-10 cm,-0.283018626109613,"Mean NOSC
(formula-count mean)",1,2,-0.283018626109613
mean_nosc,89,6,2017-05-31,warmed,Warmed,10,0-10 cm,-0.347294797075855,"Mean NOSC
(formula-count mean)",1,2,-0.347294797075855
mean_nosc,48,4,2017-10-20,warmed,Warmed,10,0-10 cm,-0.397183813183837,"Mean NOSC
(formula-count mean)",1,2,-0.397183813183837
mean_nosc,15,2,2017-12-06,warmed,Warmed,10,0-10 cm,-0.517532183794162,"Mean NOSC
(formula-count mean)",1,2,-0.517532183794162
mean_nosc,49,4,2017-12-06,warmed,Warmed,10,0-10 cm,-0.253616689101179,"Mean NOSC
(formula-count mean)",1,2,-0.253616689101179
mean_nosc,50,4,2018-01-17,warmed,Warmed,10,0-10 cm,-0.329805262203309,"Mean NOSC
(formula-count mean)",1,2,-0.329805262203309
mean_nosc,51,4,2018-01-30,warmed,Warmed,10,0-10 cm,-0.361804217769494,"Mean NOSC
(formula-count mean)",1,2,-0.361804217769494
mean_nosc,52,4,2018-02-13,warmed,Warmed,10,0-10 cm,-0.355446873040486,"Mean NOSC
(formula-count mean)",1,2,-0.355446873040486
mean_nosc,53,4,2018-02-27,warmed,Warmed,10,0-10 cm,-0.367675801311078,"Mean NOSC
(formula-count mean)",1,2,-0.367675801311078
mean_nosc,16,2,2018-05-09,warmed,Warmed,10,0-10 cm,-0.420588565466819,"Mean NOSC
(formula-count mean)",1,2,-0.420588565466819
mean_nosc,54,4,2018-05-09,warmed,Warmed,10,0-10 cm,-0.253833433890426,"Mean NOSC
(formula-count mean)",1,2,-0.253833433890426
mean_nosc,17,2,2018-05-22,warmed,Warmed,10,0-10 cm,-0.473101061653318,"Mean NOSC
(formula-count mean)",1,2,-0.473101061653318
mean_nosc,55,4,2018-05-22,warmed,Warmed,10,0-10 cm,-0.363739031019671,"Mean NOSC
(formula-count mean)",1,2,-0.363739031019671
mean_nosc,18,2,2018-10-10,warmed,Warmed,10,0-10 cm,-0.523250572141448,"Mean NOSC
(formula-count mean)",1,2,-0.523250572141448
mean_nosc,90,6,2018-10-10,warmed,Warmed,10,0-10 cm,-0.476308859996864,"Mean NOSC
(formula-count mean)",1,2,-0.476308859996864
mean_nosc,56,4,2018-10-23,warmed,Warmed,10,0-10 cm,-0.286700411796047,"Mean NOSC
(formula-count mean)",1,2,-0.286700411796047
mean_nosc,91,6,2018-10-23,warmed,Warmed,10,0-10 cm,-0.494651235679961,"Mean NOSC
(formula-count mean)",1,2,-0.494651235679961
mean_nosc,19,2,2018-11-07,warmed,Warmed,10,0-10 cm,-0.54764555263887,"Mean NOSC
(formula-count mean)",1,2,-0.54764555263887
mean_nosc,57,4,2018-11-07,warmed,Warmed,10,0-10 cm,-0.342736628912428,"Mean NOSC
(formula-count mean)",1,2,-0.342736628912428
mean_nosc,20,2,2019-09-10,warmed,Warmed,10,0-10 cm,-0.477822637657129,"Mean NOSC
(formula-count mean)",1,2,-0.477822637657129
mean_nosc,92,6,2019-09-10,warmed,Warmed,10,0-10 cm,-0.504598377466625,"Mean NOSC
(formula-count mean)",1,2,-0.504598377466625
mean_nosc,58,4,2019-11-05,warmed,Warmed,10,0-10 cm,-0.254367417387892,"Mean NOSC
(formula-count mean)",1,2,-0.254367417387892
mean_nosc,21,2,2019-12-03,warmed,Warmed,10,0-10 cm,-0.570328960753471,"Mean NOSC
(formula-count mean)",1,2,-0.570328960753471
mean_nosc,59,4,2019-12-17,warmed,Warmed,10,0-10 cm,-0.254666395325811,"Mean NOSC
(formula-count mean)",1,2,-0.254666395325811
mean_nosc,93,6,2019-12-17,warmed,Warmed,10,0-10 cm,-0.528513609019494,"Mean NOSC
(formula-count mean)",1,2,-0.528513609019494
mean_nosc,60,4,2019-12-31,warmed,Warmed,10,0-10 cm,-0.268662448309494,"Mean NOSC
(formula-count mean)",1,2,-0.268662448309494
mean_nosc,22,2,2020-01-28,warmed,Warmed,10,0-10 cm,-0.535486153720046,"Mean NOSC
(formula-count mean)",1,2,-0.535486153720046
mean_nosc,61,4,2020-01-28,warmed,Warmed,10,0-10 cm,-0.163040391440619,"Mean NOSC
(formula-count mean)",1,2,-0.163040391440619
mean_nosc,94,6,2020-01-28,warmed,Warmed,10,0-10 cm,-0.243749216076545,"Mean NOSC
(formula-count mean)",1,2,-0.243749216076545
mean_nosc,95,6,2020-02-25,warmed,Warmed,10,0-10 cm,-0.543833574440026,"Mean NOSC
(formula-count mean)",1,2,-0.543833574440026
mean_nosc,62,4,2020-03-10,warmed,Warmed,10,0-10 cm,-0.222981209146539,"Mean NOSC
(formula-count mean)",1,2,-0.222981209146539
mean_nosc,96,6,2020-03-10,warmed,Warmed,10,0-10 cm,-0.46290647781462,"Mean NOSC
(formula-count mean)",1,2,-0.46290647781462
mean_nosc,97,6,2020-07-28,warmed,Warmed,10,0-10 cm,-0.47302877667428,"Mean NOSC
(formula-count mean)",1,2,-0.47302877667428
mean_nosc,98,6,2020-09-09,warmed,Warmed,10,0-10 cm,-0.479848164961101,"Mean NOSC
(formula-count mean)",1,2,-0.479848164961101
mean_nosc,99,6,2020-10-06,warmed,Warmed,10,0-10 cm,-0.54087770643238,"Mean NOSC
(formula-count mean)",1,2,-0.54087770643238
mean_nosc,100,6,2020-11-05,warmed,Warmed,10,0-10 cm,-0.304787741107853,"Mean NOSC
(formula-count mean)",1,2,-0.304787741107853
mean_nosc,101,6,2021-02-09,warmed,Warmed,10,0-10 cm,-0.493517188494161,"Mean NOSC
(formula-count mean)",1,2,-0.493517188494161
mean_nosc,102,6,2021-02-23,warmed,Warmed,10,0-10 cm,-0.489894123462548,"Mean NOSC
(formula-count mean)",1,2,-0.489894123462548
mean_nosc,103,6,2021-06-03,warmed,Warmed,10,0-10 cm,-0.559009405554992,"Mean NOSC
(formula-count mean)",1,2,-0.559009405554992
mean_nosc,23,2,2021-12-15,warmed,Warmed,10,0-10 cm,-0.580952277032461,"Mean NOSC
(formula-count mean)",1,2,-0.580952277032461
mean_nosc,63,4,2021-12-15,warmed,Warmed,10,0-10 cm,-0.570658001656008,"Mean NOSC
(formula-count mean)",1,2,-0.570658001656008
mean_nosc,104,6,2021-12-15,warmed,Warmed,10,0-10 cm,-0.587555794186129,"Mean NOSC
(formula-count mean)",1,2,-0.587555794186129
mean_nosc,24,2,2022-08-23,warmed,Warmed,10,0-10 cm,-0.51164721887148,"Mean NOSC
(formula-count mean)",1,2,-0.51164721887148
mean_nosc,105,6,2022-08-23,warmed,Warmed,10,0-10 cm,-0.546668672749591,"Mean NOSC
(formula-count mean)",1,2,-0.546668672749591
mean_nosc,64,4,2022-09-08,warmed,Warmed,10,0-10 cm,-0.551259436957311,"Mean NOSC
(formula-count mean)",1,2,-0.551259436957311
mean_nosc,106,6,2022-09-08,warmed,Warmed,10,0-10 cm,-0.650197811842274,"Mean NOSC
(formula-count mean)",1,2,-0.650197811842274
mean_nosc,25,2,2022-11-16,warmed,Warmed,10,0-10 cm,-0.563867681099082,"Mean NOSC
(formula-count mean)",1,2,-0.563867681099082
mean_nosc,65,4,2022-11-16,warmed,Warmed,10,0-10 cm,-0.478968382646196,"Mean NOSC
(formula-count mean)",1,2,-0.478968382646196
mean_nosc,107,6,2022-11-16,warmed,Warmed,10,0-10 cm,-0.545909673539146,"Mean NOSC
(formula-count mean)",1,2,-0.545909673539146
mean_nosc,66,4,2023-05-30,warmed,Warmed,10,0-10 cm,-0.571443510308798,"Mean NOSC
(formula-count mean)",1,2,-0.571443510308798
mean_nosc,67,4,2023-12-27,warmed,Warmed,10,0-10 cm,-0.535307648133049,"Mean NOSC
(formula-count mean)",1,2,-0.535307648133049
mean_nosc,68,4,2024-04-16,warmed,Warmed,10,0-10 cm,-0.514216594334392,"Mean NOSC
(formula-count mean)",1,2,-0.514216594334392
mean_nosc,69,4,2024-04-30,warmed,Warmed,10,0-10 cm,-0.579598478946774,"Mean NOSC
(formula-count mean)",1,2,-0.579598478946774
mean_nosc,126,3,2017-05-31,control,Control,30,10-30 cm,-0.636470645960003,"Mean NOSC
(formula-count mean)",1,2,-0.636470645960003
mean_nosc,127,3,2017-11-22,control,Control,30,10-30 cm,-0.522869755317081,"Mean NOSC
(formula-count mean)",1,2,-0.522869755317081
mean_nosc,128,3,2017-12-06,control,Control,30,10-30 cm,-0.460492549432251,"Mean NOSC
(formula-count mean)",1,2,-0.460492549432251
mean_nosc,170,5,2017-12-06,control,Control,30,10-30 cm,-0.644340902287603,"Mean NOSC
(formula-count mean)",1,2,-0.644340902287603
mean_nosc,129,3,2018-01-03,control,Control,30,10-30 cm,-0.73311441187431,"Mean NOSC
(formula-count mean)",1,2,-0.73311441187431
mean_nosc,130,3,2018-01-30,control,Control,30,10-30 cm,-0.500362670807743,"Mean NOSC
(formula-count mean)",1,2,-0.500362670807743
mean_nosc,131,3,2018-02-27,control,Control,30,10-30 cm,-0.755513369139035,"Mean NOSC
(formula-count mean)",1,2,-0.755513369139035
mean_nosc,171,5,2018-03-27,control,Control,30,10-30 cm,-0.633425063612576,"Mean NOSC
(formula-count mean)",1,2,-0.633425063612576
mean_nosc,132,3,2018-05-09,control,Control,30,10-30 cm,-0.637249834772541,"Mean NOSC
(formula-count mean)",1,2,-0.637249834772541
mean_nosc,172,5,2018-05-09,control,Control,30,10-30 cm,-0.655913168806344,"Mean NOSC
(formula-count mean)",1,2,-0.655913168806344
mean_nosc,133,3,2018-11-07,control,Control,30,10-30 cm,-0.571190415434055,"Mean NOSC
(formula-count mean)",1,2,-0.571190415434055
mean_nosc,134,3,2019-09-10,control,Control,30,10-30 cm,-0.703439003856193,"Mean NOSC
(formula-count mean)",1,2,-0.703439003856193
mean_nosc,135,3,2019-12-03,control,Control,30,10-30 cm,-0.558202811275619,"Mean NOSC
(formula-count mean)",1,2,-0.558202811275619
mean_nosc,136,3,2020-01-14,control,Control,30,10-30 cm,-0.576170568202168,"Mean NOSC
(formula-count mean)",1,2,-0.576170568202168
mean_nosc,108,1,2020-02-25,control,Control,30,10-30 cm,-0.763067851377917,"Mean NOSC
(formula-count mean)",1,2,-0.763067851377917
mean_nosc,137,3,2020-02-25,control,Control,30,10-30 cm,-0.526195076614806,"Mean NOSC
(formula-count mean)",1,2,-0.526195076614806
mean_nosc,138,3,2020-03-10,control,Control,30,10-30 cm,-0.620204925248282,"Mean NOSC
(formula-count mean)",1,2,-0.620204925248282
mean_nosc,139,3,2020-07-28,control,Control,30,10-30 cm,-0.681404553684031,"Mean NOSC
(formula-count mean)",1,2,-0.681404553684031
mean_nosc,173,5,2020-07-28,control,Control,30,10-30 cm,-0.643428232590152,"Mean NOSC
(formula-count mean)",1,2,-0.643428232590152
mean_nosc,140,3,2020-09-09,control,Control,30,10-30 cm,-0.597782133652118,"Mean NOSC
(formula-count mean)",1,2,-0.597782133652118
mean_nosc,141,3,2020-10-06,control,Control,30,10-30 cm,-0.595900258424203,"Mean NOSC
(formula-count mean)",1,2,-0.595900258424203
mean_nosc,174,5,2020-10-06,control,Control,30,10-30 cm,-0.669995473087645,"Mean NOSC
(formula-count mean)",1,2,-0.669995473087645
mean_nosc,142,3,2020-11-05,control,Control,30,10-30 cm,-0.594193473917519,"Mean NOSC
(formula-count mean)",1,2,-0.594193473917519
mean_nosc,175,5,2020-11-05,control,Control,30,10-30 cm,-0.713885569641208,"Mean NOSC
(formula-count mean)",1,2,-0.713885569641208
mean_nosc,143,3,2020-12-29,control,Control,30,10-30 cm,-0.616285922559594,"Mean NOSC
(formula-count mean)",1,2,-0.616285922559594
mean_nosc,144,3,2021-02-09,control,Control,30,10-30 cm,-0.750693412386368,"Mean NOSC
(formula-count mean)",1,2,-0.750693412386368
mean_nosc,176,5,2021-02-23,control,Control,30,10-30 cm,-0.611414787805335,"Mean NOSC
(formula-count mean)",1,2,-0.611414787805335
mean_nosc,145,3,2021-06-03,control,Control,30,10-30 cm,-0.702449668299798,"Mean NOSC
(formula-count mean)",1,2,-0.702449668299798
mean_nosc,109,1,2021-09-21,control,Control,30,10-30 cm,-0.929023282988013,"Mean NOSC
(formula-count mean)",1,2,-0.929023282988013
mean_nosc,146,3,2021-12-15,control,Control,30,10-30 cm,-0.578893493495228,"Mean NOSC
(formula-count mean)",1,2,-0.578893493495228
mean_nosc,110,1,2022-08-23,control,Control,30,10-30 cm,-0.652786371583604,"Mean NOSC
(formula-count mean)",1,2,-0.652786371583604
mean_nosc,177,5,2022-08-23,control,Control,30,10-30 cm,-0.72312522366713,"Mean NOSC
(formula-count mean)",1,2,-0.72312522366713
mean_nosc,111,1,2022-09-08,control,Control,30,10-30 cm,-0.707039462852119,"Mean NOSC
(formula-count mean)",1,2,-0.707039462852119
mean_nosc,178,5,2022-09-08,control,Control,30,10-30 cm,-0.269607792834338,"Mean NOSC
(formula-count mean)",1,2,-0.269607792834338
mean_nosc,179,5,2022-11-01,control,Control,30,10-30 cm,-0.720707889949507,"Mean NOSC
(formula-count mean)",1,2,-0.720707889949507
mean_nosc,112,1,2022-11-16,control,Control,30,10-30 cm,-0.612940607510384,"Mean NOSC
(formula-count mean)",1,2,-0.612940607510384
mean_nosc,113,1,2023-01-12,control,Control,30,10-30 cm,-0.630781415416529,"Mean NOSC
(formula-count mean)",1,2,-0.630781415416529
mean_nosc,180,5,2023-01-12,control,Control,30,10-30 cm,-0.555356168851548,"Mean NOSC
(formula-count mean)",1,2,-0.555356168851548
mean_nosc,181,5,2023-02-07,control,Control,30,10-30 cm,-0.528516211708537,"Mean NOSC
(formula-count mean)",1,2,-0.528516211708537
mean_nosc,182,5,2023-05-02,control,Control,30,10-30 cm,-0.56439064272841,"Mean NOSC
(formula-count mean)",1,2,-0.56439064272841
mean_nosc,114,1,2023-05-30,control,Control,30,10-30 cm,-0.705393401231405,"Mean NOSC
(formula-count mean)",1,2,-0.705393401231405
mean_nosc,147,3,2023-05-30,control,Control,30,10-30 cm,-0.520987551654901,"Mean NOSC
(formula-count mean)",1,2,-0.520987551654901
mean_nosc,115,1,2023-08-22,control,Control,30,10-30 cm,-0.5836081598139,"Mean NOSC
(formula-count mean)",1,2,-0.5836081598139
mean_nosc,183,5,2023-10-03,control,Control,30,10-30 cm,-0.549486379417149,"Mean NOSC
(formula-count mean)",1,2,-0.549486379417149
mean_nosc,116,1,2023-12-12,control,Control,30,10-30 cm,-0.498442897503735,"Mean NOSC
(formula-count mean)",1,2,-0.498442897503735
mean_nosc,184,5,2024-04-30,control,Control,30,10-30 cm,-0.557051704480358,"Mean NOSC
(formula-count mean)",1,2,-0.557051704480358
mean_nosc,148,4,2017-05-31,warmed,Warmed,30,10-30 cm,-0.60111475825186,"Mean NOSC
(formula-count mean)",1,2,-0.60111475825186
mean_nosc,149,4,2017-11-22,warmed,Warmed,30,10-30 cm,-0.527764042584495,"Mean NOSC
(formula-count mean)",1,2,-0.527764042584495
mean_nosc,150,4,2017-12-06,warmed,Warmed,30,10-30 cm,-0.571998565845337,"Mean NOSC
(formula-count mean)",1,2,-0.571998565845337
mean_nosc,185,6,2017-12-06,warmed,Warmed,30,10-30 cm,-0.367000981420255,"Mean NOSC
(formula-count mean)",1,2,-0.367000981420255
mean_nosc,152,4,2018-01-30,warmed,Warmed,30,10-30 cm,-0.479454868214392,"Mean NOSC
(formula-count mean)",1,2,-0.479454868214392
mean_nosc,153,4,2018-02-27,warmed,Warmed,30,10-30 cm,-0.411099911352201,"Mean NOSC
(formula-count mean)",1,2,-0.411099911352201
mean_nosc,154,4,2018-05-09,warmed,Warmed,30,10-30 cm,-0.558086035546617,"Mean NOSC
(formula-count mean)",1,2,-0.558086035546617
mean_nosc,155,4,2018-11-07,warmed,Warmed,30,10-30 cm,-0.514427233166665,"Mean NOSC
(formula-count mean)",1,2,-0.514427233166665
mean_nosc,156,4,2019-09-10,warmed,Warmed,30,10-30 cm,-0.550391888244829,"Mean NOSC
(formula-count mean)",1,2,-0.550391888244829
mean_nosc,157,4,2019-12-03,warmed,Warmed,30,10-30 cm,-0.498148494581137,"Mean NOSC
(formula-count mean)",1,2,-0.498148494581137
mean_nosc,158,4,2020-01-14,warmed,Warmed,30,10-30 cm,-0.551120923098747,"Mean NOSC
(formula-count mean)",1,2,-0.551120923098747
mean_nosc,117,2,2020-02-25,warmed,Warmed,30,10-30 cm,-0.623612192821964,"Mean NOSC
(formula-count mean)",1,2,-0.623612192821964
mean_nosc,159,4,2020-02-25,warmed,Warmed,30,10-30 cm,-0.543752394768545,"Mean NOSC
(formula-count mean)",1,2,-0.543752394768545
mean_nosc,160,4,2020-03-10,warmed,Warmed,30,10-30 cm,-0.592285464067005,"Mean NOSC
(formula-count mean)",1,2,-0.592285464067005
mean_nosc,161,4,2020-07-28,warmed,Warmed,30,10-30 cm,-0.501904078611227,"Mean NOSC
(formula-count mean)",1,2,-0.501904078611227
mean_nosc,162,4,2020-09-09,warmed,Warmed,30,10-30 cm,-0.558661485166672,"Mean NOSC
(formula-count mean)",1,2,-0.558661485166672
mean_nosc,186,6,2020-09-09,warmed,Warmed,30,10-30 cm,-0.443614824831016,"Mean NOSC
(formula-count mean)",1,2,-0.443614824831016
mean_nosc,163,4,2020-10-06,warmed,Warmed,30,10-30 cm,-0.495969337828664,"Mean NOSC
(formula-count mean)",1,2,-0.495969337828664
mean_nosc,187,6,2020-10-06,warmed,Warmed,30,10-30 cm,-0.348918266727753,"Mean NOSC
(formula-count mean)",1,2,-0.348918266727753
mean_nosc,164,4,2020-11-05,warmed,Warmed,30,10-30 cm,-0.485744896643233,"Mean NOSC
(formula-count mean)",1,2,-0.485744896643233
mean_nosc,165,4,2020-12-29,warmed,Warmed,30,10-30 cm,-0.528237244702685,"Mean NOSC
(formula-count mean)",1,2,-0.528237244702685
mean_nosc,166,4,2021-02-09,warmed,Warmed,30,10-30 cm,-0.557362105387237,"Mean NOSC
(formula-count mean)",1,2,-0.557362105387237
mean_nosc,188,6,2021-02-23,warmed,Warmed,30,10-30 cm,-0.232704210044698,"Mean NOSC
(formula-count mean)",1,2,-0.232704210044698
mean_nosc,167,4,2021-06-03,warmed,Warmed,30,10-30 cm,-0.550173267233373,"Mean NOSC
(formula-count mean)",1,2,-0.550173267233373
mean_nosc,118,2,2021-09-21,warmed,Warmed,30,10-30 cm,-0.548677278489247,"Mean NOSC
(formula-count mean)",1,2,-0.548677278489247
mean_nosc,168,4,2021-12-15,warmed,Warmed,30,10-30 cm,-0.510747718106699,"Mean NOSC
(formula-count mean)",1,2,-0.510747718106699
mean_nosc,119,2,2022-08-23,warmed,Warmed,30,10-30 cm,-0.619163271137676,"Mean NOSC
(formula-count mean)",1,2,-0.619163271137676
mean_nosc,189,6,2022-08-23,warmed,Warmed,30,10-30 cm,-0.576209321353557,"Mean NOSC
(formula-count mean)",1,2,-0.576209321353557
mean_nosc,120,2,2022-09-08,warmed,Warmed,30,10-30 cm,-0.43523033126294,"Mean NOSC
(formula-count mean)",1,2,-0.43523033126294
mean_nosc,190,6,2022-09-08,warmed,Warmed,30,10-30 cm,-0.514392613179065,"Mean NOSC
(formula-count mean)",1,2,-0.514392613179065
mean_nosc,191,6,2022-11-01,warmed,Warmed,30,10-30 cm,-0.675769680083683,"Mean NOSC
(formula-count mean)",1,2,-0.675769680083683
mean_nosc,121,2,2022-11-16,warmed,Warmed,30,10-30 cm,-0.609617382673849,"Mean NOSC
(formula-count mean)",1,2,-0.609617382673849
mean_nosc,122,2,2023-01-12,warmed,Warmed,30,10-30 cm,-0.655349717107023,"Mean NOSC
(formula-count mean)",1,2,-0.655349717107023
mean_nosc,192,6,2023-01-12,warmed,Warmed,30,10-30 cm,-0.593160202947364,"Mean NOSC
(formula-count mean)",1,2,-0.593160202947364
mean_nosc,193,6,2023-02-07,warmed,Warmed,30,10-30 cm,-0.617549087306428,"Mean NOSC
(formula-count mean)",1,2,-0.617549087306428
mean_nosc,194,6,2023-05-02,warmed,Warmed,30,10-30 cm,-0.541278527851534,"Mean NOSC
(formula-count mean)",1,2,-0.541278527851534
mean_nosc,123,2,2023-05-30,warmed,Warmed,30,10-30 cm,-0.566222000212443,"Mean NOSC
(formula-count mean)",1,2,-0.566222000212443
mean_nosc,169,4,2023-05-30,warmed,Warmed,30,10-30 cm,-0.532300219730749,"Mean NOSC
(formula-count mean)",1,2,-0.532300219730749
mean_nosc,124,2,2023-08-22,warmed,Warmed,30,10-30 cm,-0.624881853822915,"Mean NOSC
(formula-count mean)",1,2,-0.624881853822915
mean_nosc,195,6,2023-10-03,warmed,Warmed,30,10-30 cm,-0.565495941880118,"Mean NOSC
(formula-count mean)",1,2,-0.565495941880118
mean_nosc,125,2,2023-12-12,warmed,Warmed,30,10-30 cm,-0.613614077173571,"Mean NOSC
(formula-count mean)",1,2,-0.613614077173571
mean_nosc,196,6,2024-04-30,warmed,Warmed,30,10-30 cm,-0.523081905692379,"Mean NOSC
(formula-count mean)",1,2,-0.523081905692379
mean_hc,1,1,2017-05-31,control,Control,10,0-10 cm,1.14100532911123,"Mean H/C
(formula-count mean)",1,3,1.14100532911123
mean_hc,70,5,2017-05-31,control,Control,10,0-10 cm,1.04875056352914,"Mean H/C
(formula-count mean)",1,3,1.04875056352914
mean_hc,26,3,2017-10-20,control,Control,10,0-10 cm,1.08611240721997,"Mean H/C
(formula-count mean)",1,3,1.08611240721997
mean_hc,2,1,2017-12-06,control,Control,10,0-10 cm,1.15872099143547,"Mean H/C
(formula-count mean)",1,3,1.15872099143547
mean_hc,27,3,2017-12-06,control,Control,10,0-10 cm,1.08413655643833,"Mean H/C
(formula-count mean)",1,3,1.08413655643833
mean_hc,28,3,2018-01-17,control,Control,10,0-10 cm,1.09052156966777,"Mean H/C
(formula-count mean)",1,3,1.09052156966777
mean_hc,29,3,2018-01-30,control,Control,10,0-10 cm,1.07930447668647,"Mean H/C
(formula-count mean)",1,3,1.07930447668647
mean_hc,30,3,2018-02-13,control,Control,10,0-10 cm,1.02072426250802,"Mean H/C
(formula-count mean)",1,3,1.02072426250802
mean_hc,31,3,2018-02-27,control,Control,10,0-10 cm,1.00828455986373,"Mean H/C
(formula-count mean)",1,3,1.00828455986373
mean_hc,3,1,2018-05-09,control,Control,10,0-10 cm,1.13647314814659,"Mean H/C
(formula-count mean)",1,3,1.13647314814659
mean_hc,32,3,2018-05-09,control,Control,10,0-10 cm,1.02485706534501,"Mean H/C
(formula-count mean)",1,3,1.02485706534501
mean_hc,4,1,2018-05-22,control,Control,10,0-10 cm,1.14480965543383,"Mean H/C
(formula-count mean)",1,3,1.14480965543383
mean_hc,33,3,2018-05-22,control,Control,10,0-10 cm,1.08263634596625,"Mean H/C
(formula-count mean)",1,3,1.08263634596625
mean_hc,5,1,2018-10-10,control,Control,10,0-10 cm,1.18848923961396,"Mean H/C
(formula-count mean)",1,3,1.18848923961396
mean_hc,71,5,2018-10-10,control,Control,10,0-10 cm,1.05206717756322,"Mean H/C
(formula-count mean)",1,3,1.05206717756322
mean_hc,34,3,2018-10-23,control,Control,10,0-10 cm,1.14103516466491,"Mean H/C
(formula-count mean)",1,3,1.14103516466491
mean_hc,72,5,2018-10-23,control,Control,10,0-10 cm,1.09708293642184,"Mean H/C
(formula-count mean)",1,3,1.09708293642184
mean_hc,6,1,2018-11-07,control,Control,10,0-10 cm,1.15352499537689,"Mean H/C
(formula-count mean)",1,3,1.15352499537689
mean_hc,35,3,2018-11-07,control,Control,10,0-10 cm,1.56594430225818,"Mean H/C
(formula-count mean)",1,3,1.56594430225818
mean_hc,7,1,2019-09-10,control,Control,10,0-10 cm,1.1415742039547,"Mean H/C
(formula-count mean)",1,3,1.1415742039547
mean_hc,73,5,2019-09-10,control,Control,10,0-10 cm,1.1110392469724,"Mean H/C
(formula-count mean)",1,3,1.1110392469724
mean_hc,36,3,2019-11-05,control,Control,10,0-10 cm,0.951511773058392,"Mean H/C
(formula-count mean)",1,3,0.951511773058392
mean_hc,8,1,2019-12-03,control,Control,10,0-10 cm,1.14937284999973,"Mean H/C
(formula-count mean)",1,3,1.14937284999973
mean_hc,37,3,2019-12-17,control,Control,10,0-10 cm,1.07115991110181,"Mean H/C
(formula-count mean)",1,3,1.07115991110181
mean_hc,74,5,2019-12-17,control,Control,10,0-10 cm,1.03973666776068,"Mean H/C
(formula-count mean)",1,3,1.03973666776068
mean_hc,38,3,2019-12-31,control,Control,10,0-10 cm,1.03089882486971,"Mean H/C
(formula-count mean)",1,3,1.03089882486971
mean_hc,9,1,2020-01-28,control,Control,10,0-10 cm,1.13288110019671,"Mean H/C
(formula-count mean)",1,3,1.13288110019671
mean_hc,39,3,2020-01-28,control,Control,10,0-10 cm,1.08072346049486,"Mean H/C
(formula-count mean)",1,3,1.08072346049486
mean_hc,75,5,2020-01-28,control,Control,10,0-10 cm,1.05639285522614,"Mean H/C
(formula-count mean)",1,3,1.05639285522614
mean_hc,76,5,2020-02-25,control,Control,10,0-10 cm,1.09625002533608,"Mean H/C
(formula-count mean)",1,3,1.09625002533608
mean_hc,40,3,2020-03-10,control,Control,10,0-10 cm,1.05920217567692,"Mean H/C
(formula-count mean)",1,3,1.05920217567692
mean_hc,77,5,2020-03-10,control,Control,10,0-10 cm,1.07558088733508,"Mean H/C
(formula-count mean)",1,3,1.07558088733508
mean_hc,78,5,2020-07-28,control,Control,10,0-10 cm,1.07028493421283,"Mean H/C
(formula-count mean)",1,3,1.07028493421283
mean_hc,79,5,2020-09-09,control,Control,10,0-10 cm,1.08313512470919,"Mean H/C
(formula-count mean)",1,3,1.08313512470919
mean_hc,80,5,2020-10-06,control,Control,10,0-10 cm,1.06438363599561,"Mean H/C
(formula-count mean)",1,3,1.06438363599561
mean_hc,81,5,2020-11-05,control,Control,10,0-10 cm,1.05681739768027,"Mean H/C
(formula-count mean)",1,3,1.05681739768027
mean_hc,82,5,2021-02-09,control,Control,10,0-10 cm,1.06412179365715,"Mean H/C
(formula-count mean)",1,3,1.06412179365715
mean_hc,83,5,2021-02-23,control,Control,10,0-10 cm,1.07716268309619,"Mean H/C
(formula-count mean)",1,3,1.07716268309619
mean_hc,84,5,2021-06-03,control,Control,10,0-10 cm,1.05897671218542,"Mean H/C
(formula-count mean)",1,3,1.05897671218542
mean_hc,10,1,2021-12-15,control,Control,10,0-10 cm,1.07008251772827,"Mean H/C
(formula-count mean)",1,3,1.07008251772827
mean_hc,41,3,2021-12-15,control,Control,10,0-10 cm,1.13119759115065,"Mean H/C
(formula-count mean)",1,3,1.13119759115065
mean_hc,85,5,2021-12-15,control,Control,10,0-10 cm,1.07049423378533,"Mean H/C
(formula-count mean)",1,3,1.07049423378533
mean_hc,11,1,2022-08-23,control,Control,10,0-10 cm,1.0348622750064,"Mean H/C
(formula-count mean)",1,3,1.0348622750064
