metric,metric_label,metric_order,plot,treatment_label,depth_label,date_1,date_2,lag_days,z_1,z_2,raw_1,raw_2,lag_bin,scaled_semivar,abs_raw_change
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2020-03-10,489,-1.7712125786369,-0.380702666191182,-0.83802278984964,-0.653666251201886,>365 d,0.966758908304892,0.184356538647754
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2021-12-15,1134,-1.7712125786369,-1.31093186714345,-0.83802278984964,-0.776997867971875,>365 d,0.105929166686457,0.061024921877765
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2022-09-08,1401,-1.7712125786369,-0.23243780867781,-0.83802278984964,-0.634009004828006,>365 d,1.18391389633132,0.204013785021634
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2022-11-16,1470,-1.7712125786369,-1.03715711711925,-0.83802278984964,-0.740700273232085,>365 d,0.269418710291943,0.097322516617555
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2023-05-30,1665,-1.7712125786369,-0.103184123887807,-0.83802278984964,-0.616872297119507,>365 d,1.39115946292632,0.221150492730133
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2023-12-27,1876,-1.7712125786369,-0.283920946946121,-0.83802278984964,-0.640834740541875,>365 d,1.1060181988487,0.197188049307765
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2024-04-16,1987,-1.7712125786369,-1.08491633343316,-0.83802278984964,-0.747032284050099,>365 d,0.235501268090373,0.0909905057995409
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2018-11-07,2024-04-30,2001,-1.7712125786369,0.517375239127014,-0.83802278984964,-0.534597316433,>365 d,2.61881709980869,0.30342547341664
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2019-12-17,42,0.162994878072449,-0.656171928172278,-0.581581761595171,-0.690188507669201,00-45 d,0.335517128226593,0.10860674607403
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2019-12-31,56,0.162994878072449,-0.270658849159212,-0.581581761595171,-0.6390764255372,46-90 d,0.0940277775709562,0.057494663942029
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2020-01-28,84,0.162994878072449,-0.347660321366705,-0.581581761595171,-0.649285432146859,46-90 d,0.130384366357121,0.0677036705516879
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2020-03-10,126,0.162994878072449,-0.380702666191182,-0.581581761595171,-0.653666251201886,91-180 d,0.147803509819152,0.072084489606715
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2021-12-15,771,0.162994878072449,-1.31093186714345,-0.581581761595171,-0.776997867971875,>365 d,1.08623002513136,0.195416106376704
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2022-09-08,1038,0.162994878072449,-0.23243780867781,-0.581581761595171,-0.634009004828006,>365 d,0.0781835048752646,0.052427243232835
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2022-11-16,1107,0.162994878072449,-1.03715711711925,-0.581581761595171,-0.740700273232085,>365 d,0.720182405781307,0.159118511636914
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2023-05-30,1302,0.162994878072449,-0.103184123887807,-0.581581761595171,-0.616872297119507,>365 d,0.0354256305422792,0.0352905355243359
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2023-12-27,1513,0.162994878072449,-0.283920946946121,-0.581581761595171,-0.640834740541875,>365 d,0.0998668773260147,0.0592529789467039
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2024-04-16,1624,0.162994878072449,-1.08491633343316,-0.581581761595171,-0.747032284050099,>365 d,0.778641195900699,0.165450522454928
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-11-05,2024-04-30,1638,0.162994878072449,0.517375239127014,-0.581581761595171,-0.534597316433,>365 d,0.0627927201505818,0.046984445162171
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2019-12-31,14,-0.656171928172278,-0.270658849159212,-0.690188507669201,-0.6390764255372,00-45 d,0.0743101670450671,0.051112082132001
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2020-01-28,42,-0.656171928172278,-0.347660321366705,-0.690188507669201,-0.649285432146859,00-45 d,0.0475897057668782,0.0409030755223421
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2020-03-10,84,-0.656171928172278,-0.380702666191182,-0.690188507669201,-0.653666251201886,46-90 d,0.0379416571482047,0.036522256467315
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2021-12-15,729,-0.656171928172278,-1.31093186714345,-0.690188507669201,-0.776997867971875,>365 d,0.214355288840765,0.086809360302674
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2022-09-08,996,-0.656171928172278,-0.23243780867781,-0.690188507669201,-0.634009004828006,>365 d,0.0897753020118757,0.056179502841195
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2022-11-16,1065,-0.656171928172278,-1.03715711711925,-0.690188507669201,-0.740700273232085,>365 d,0.0725748570984796,0.050511765562884
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2023-05-30,1260,-0.656171928172278,-0.103184123887807,-0.690188507669201,-0.616872297119507,>365 d,0.15289775584368,0.0733162105496941
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2023-12-27,1471,-0.656171928172278,-0.283920946946121,-0.690188507669201,-0.640834740541875,>365 d,0.0692853965119183,0.0493537671273261
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2024-04-16,1582,-0.656171928172278,-1.08491633343316,-0.690188507669201,-0.747032284050099,>365 d,0.0919108825212539,0.056843776380898
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-17,2024-04-30,1596,-0.656171928172278,0.517375239127014,-0.690188507669201,-0.534597316433,>365 d,0.688606476938096,0.155591191236201
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2020-01-28,28,-0.270658849159212,-0.347660321366705,-0.6390764255372,-0.649285432146859,00-45 d,0.00296461336106064,0.010209006609659
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2020-03-10,70,-0.270658849159212,-0.380702666191182,-0.6390764255372,-0.653666251201886,46-90 d,0.00605482083348287,0.014589825664686
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2021-12-15,715,-0.270658849159212,-1.31093186714345,-0.6390764255372,-0.776997867971875,>365 d,0.541083975973015,0.137921442434675
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2022-09-08,982,-0.270658849159212,-0.23243780867781,-0.6390764255372,-0.634009004828006,>365 d,0.000730423967740474,0.00506742070919397
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2022-11-16,1051,-0.270658849159212,-1.03715711711925,-0.6390764255372,-0.740700273232085,>365 d,0.293759797392868,0.101623847694885
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2023-05-30,1246,-0.270658849159212,-0.103184123887807,-0.6390764255372,-0.616872297119507,>365 d,0.0140238918023663,0.022204128417693
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2023-12-27,1457,-0.270658849159212,-0.283920946946121,-0.6390764255372,-0.640834740541875,>365 d,8.79416188547648e-05,0.00175831500467494
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2024-04-16,1568,-0.270658849159212,-1.08491633343316,-0.6390764255372,-0.747032284050099,>365 d,0.331507625348069,0.107955858512899
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2019-12-31,2024-04-30,1582,-0.270658849159212,0.517375239127014,-0.6390764255372,-0.534597316433,>365 d,0.310498862150552,0.1044791091042
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2020-03-10,42,-0.347660321366705,-0.380702666191182,-0.649285432146859,-0.653666251201886,00-45 d,0.000545898275749839,0.00438081905502707
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2021-12-15,687,-0.347660321366705,-1.31093186714345,-0.649285432146859,-0.776997867971875,>365 d,0.463946035451558,0.127712435825016
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2022-09-08,954,-0.347660321366705,-0.23243780867781,-0.649285432146859,-0.634009004828006,>365 d,0.00663811371517122,0.0152764273188529
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2022-11-16,1023,-0.347660321366705,-1.03715711711925,-0.649285432146859,-0.740700273232085,>365 d,0.237702915676513,0.091414841085226
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2023-05-30,1218,-0.347660321366705,-0.103184123887807,-0.649285432146859,-0.616872297119507,>365 d,0.0298843055668704,0.032413135027352
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2023-12-27,1429,-0.347660321366705,-0.283920946946121,-0.649285432146859,-0.640834740541875,>365 d,0.0020313539257637,0.00845069160498402
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2024-04-16,1540,-0.347660321366705,-1.08491633343316,-0.649285432146859,-0.747032284050099,>365 d,0.271773213664067,0.0977468519032401
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-01-28,2024-04-30,1554,-0.347660321366705,0.517375239127014,-0.649285432146859,-0.534597316433,>365 d,0.374143260459341,0.114688115713859
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-03-10,2021-12-15,645,-0.380702666191182,-1.31093186714345,-0.653666251201886,-0.776997867971875,>365 d,0.432663183152145,0.123331616769989
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-03-10,2022-09-08,912,-0.380702666191182,-0.23243780867781,-0.653666251201886,-0.634009004828006,>365 d,0.0109912339867302,0.01965724637388
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-03-10,2022-11-16,981,-0.380702666191182,-1.03715711711925,-0.653666251201886,-0.740700273232085,>365 d,0.215466223071635,0.087034022030199
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-03-10,2023-05-30,1176,-0.380702666191182,-0.103184123887807,-0.653666251201886,-0.616872297119507,>365 d,0.0385082706610951,0.0367939540823791
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-03-10,2023-12-27,1387,-0.380702666191182,-0.283920946946121,-0.653666251201886,-0.640834740541875,>365 d,0.00468335059001496,0.0128315106600111
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-03-10,2024-04-16,1498,-0.380702666191182,-1.08491633343316,-0.653666251201886,-0.747032284050099,>365 d,0.247958444565198,0.093366032848213
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2020-03-10,2024-04-30,1512,-0.380702666191182,0.517375239127014,-0.653666251201886,-0.534597316433,>365 d,0.40327196201036,0.119068934768886
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2021-12-15,2022-09-08,267,-1.31093186714345,-0.23243780867781,-0.776997867971875,-0.634009004828006,181-365 d,0.581574717072841,0.142988863143869
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2021-12-15,2022-11-16,336,-1.31093186714345,-1.03715711711925,-0.776997867971875,-0.740700273232085,181-365 d,0.0374763068754063,0.03629759473979
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2021-12-15,2023-05-30,531,-1.31093186714345,-0.103184123887807,-0.776997867971875,-0.616872297119507,>365 d,0.729327305669546,0.160125570852368
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2021-12-15,2023-12-27,742,-1.31093186714345,-0.283920946946121,-0.776997867971875,-0.640834740541875,>365 d,0.52737571510228,0.13616312743
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2021-12-15,2024-04-16,853,-1.31093186714345,-1.08491633343316,-0.776997867971875,-0.747032284050099,>365 d,0.025541510739173,0.029965583921776
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2021-12-15,2024-04-30,867,-1.31093186714345,0.517375239127014,-0.776997867971875,-0.534597316433,>365 d,1.67135343741954,0.242400551538875
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-09-08,2022-11-16,69,-0.23243780867781,-1.03715711711925,-0.634009004828006,-0.740700273232085,46-90 d,0.323786582689233,0.106691268404079
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-09-08,2023-05-30,264,-0.23243780867781,-0.103184123887807,-0.634009004828006,-0.616872297119507,181-365 d,0.00835325751589674,0.0171367077084991
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-09-08,2023-12-27,475,-0.23243780867781,-0.283920946946121,-0.634009004828006,-0.640834740541875,>365 d,0.00132525676297699,0.00682573571386891
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-09-08,2024-04-16,586,-0.23243780867781,-1.08491633343316,-0.634009004828006,-0.747032284050099,>365 d,0.363359817584529,0.113023279222093
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-09-08,2024-04-30,600,-0.23243780867781,0.517375239127014,-0.634009004828006,-0.534597316433,>365 d,0.28110980332918,0.099411688395006
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-11-16,2023-05-30,195,-1.03715711711925,-0.103184123887807,-0.740700273232085,-0.616872297119507,181-365 d,0.436152776042849,0.123827976112578
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-11-16,2023-12-27,406,-1.03715711711925,-0.283920946946121,-0.740700273232085,-0.640834740541875,>365 d,0.283682364028541,0.09986553269021
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-11-16,2024-04-16,517,-1.03715711711925,-1.08491633343316,-0.740700273232085,-0.747032284050099,>365 d,0.00114047137145949,0.00633201081801404
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2022-11-16,2024-04-30,531,-1.03715711711925,0.517375239127014,-0.740700273232085,-0.534597316433,>365 d,1.20828542330828,0.206102956799085
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2023-05-30,2023-12-27,211,-0.103184123887807,-0.283920946946121,-0.616872297119507,-0.640834740541875,181-365 d,0.0163328996046061,0.023962443422368
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2023-05-30,2024-04-16,322,-0.103184123887807,-1.08491633343316,-0.616872297119507,-0.747032284050099,181-365 d,0.4818990656294,0.130159986930592
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2023-05-30,2024-04-30,336,-0.103184123887807,0.517375239127014,-0.616872297119507,-0.534597316433,181-365 d,0.192546961512681,0.082274980686507
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2023-12-27,2024-04-16,111,-0.283920946946121,-1.08491633343316,-0.640834740541875,-0.747032284050099,91-180 d,0.320796804586761,0.106197543508224
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2023-12-27,2024-04-30,125,-0.283920946946121,0.517375239127014,-0.640834740541875,-0.534597316433,91-180 d,0.321037788907676,0.106237424108875
mean_nosc,"Mean NOSC
(formula-count mean)",2,3,Control,0-10 cm,2024-04-16,2024-04-30,14,-1.08491633343316,0.517375239127014,-0.747032284050099,-0.534597316433,00-45 d,1.28366914174868,0.212434967617099
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2017-12-06,189,2.63849337230658,-0.207462338112391,-0.283018626109613,-0.517532183794162,181-365 d,4.04973195283318,0.234513557684549
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2018-05-09,343,2.63849337230658,0.969003734431255,-0.283018626109613,-0.420588565466819,181-365 d,1.39359782548654,0.137569939357206
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2018-05-22,356,2.63849337230658,0.331734657684108,-0.283018626109613,-0.473101061653318,181-365 d,2.66056788374336,0.190082435543705
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2018-10-10,497,2.63849337230658,-0.276858240558436,-0.283018626109613,-0.523250572141448,>365 d,4.24963751331733,0.240231946031835
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2018-11-07,525,2.63849337230658,-0.572905235613562,-0.283018626109613,-0.54764555263887,>365 d,5.15654050947572,0.264626926529257
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2019-09-10,832,2.63849337230658,0.27443564127373,-0.283018626109613,-0.477822637657129,>365 d,2.7943844778281,0.194804011547516
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2019-12-03,916,2.63849337230658,-0.84818132409604,-0.283018626109613,-0.570328960753471,>365 d,6.07845021926716,0.287310334643858
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2020-01-28,972,2.63849337230658,-0.425343998088703,-0.283018626109613,-0.535486153720046,>365 d,4.69354971611535,0.252467527610433
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2021-12-15,1659,2.63849337230658,-0.977101323119919,-0.283018626109613,-0.580952277032461,>365 d,6.53626250079813,0.297933650922848
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2022-08-23,1910,2.63849337230658,-0.136044933964479,-0.283018626109613,-0.51164721887148,>365 d,3.84903140648274,0.228628592761867
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-05-31,2022-11-16,1995,2.63849337230658,-0.76977001214214,-0.283018626109613,-0.563867681099082,>365 d,5.80812964888693,0.280849054989469
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2018-05-09,154,-0.207462338112391,0.969003734431255,-0.517532183794162,-0.420588565466819,91-180 d,0.692036209923136,0.096943618327343
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2018-05-22,167,-0.207462338112391,0.331734657684108,-0.517532183794162,-0.473101061653318,91-180 d,0.145366700137985,0.044431122140844
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2018-10-10,308,-0.207462338112391,-0.276858240558436,-0.517532183794162,-0.523250572141448,181-365 d,0.00240789563815049,0.005718388347286
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2018-11-07,336,-0.207462338112391,-0.572905235613562,-0.517532183794162,-0.54764555263887,181-365 d,0.0667742556670258,0.0301133688447081
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2019-09-10,643,-0.207462338112391,0.27443564127373,-0.517532183794162,-0.477822637657129,>365 d,0.116112831268213,0.039709546137033
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2019-12-03,727,-0.207462338112391,-0.84818132409604,-0.517532183794162,-0.570328960753471,>365 d,0.205260409499958,0.052796776959309
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2020-01-28,783,-0.207462338112391,-0.425343998088703,-0.517532183794162,-0.535486153720046,>365 d,0.0237362088770167,0.0179539699258841
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2021-12-15,1470,-0.207462338112391,-0.977101323119919,-0.517532183794162,-0.580952277032461,>365 d,0.296172083621709,0.063420093238299
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2022-08-23,1721,-0.207462338112391,-0.136044933964479,-0.517532183794162,-0.51164721887148,>365 d,0.00255022280761311,0.00588496492268198
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2017-12-06,2022-11-16,1806,-0.207462338112391,-0.76977001214214,-0.517532183794162,-0.563867681099082,>365 d,0.158094960136373,0.04633549730492
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2018-05-22,13,0.969003734431255,0.331734657684108,-0.420588565466819,-0.473101061653318,00-45 d,0.203055938089081,0.052512496186499
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2018-10-10,154,0.969003734431255,-0.276858240558436,-0.420588565466819,-0.523250572141448,91-180 d,0.776086030362607,0.102662006674629
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2018-11-07,182,0.969003734431255,-0.572905235613562,-0.420588565466819,-0.54764555263887,181-365 d,1.18874163595233,0.127056987172051
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2019-09-10,489,0.969003734431255,0.27443564127373,-0.420588565466819,-0.477822637657129,>365 d,0.24121241801624,0.05723407219031
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2019-12-03,573,0.969003734431255,-0.84818132409604,-0.420588565466819,-0.570328960753471,>365 d,1.65108076846742,0.149740395286652
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2020-01-28,629,0.969003734431255,-0.425343998088703,-0.420588565466819,-0.535486153720046,>365 d,0.972102799591775,0.114897588253227
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2021-12-15,1316,0.969003734431255,-0.977101323119919,-0.420588565466819,-0.580952277032461,>365 d,1.89366244751313,0.160363711565642
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2022-08-23,1567,0.969003734431255,-0.136044933964479,-0.420588565466819,-0.51164721887148,>365 d,0.610566279761593,0.091058653404661
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-09,2022-11-16,1652,0.969003734431255,-0.76977001214214,-0.420588565466819,-0.563867681099082,>365 d,1.51166707088644,0.143279115632263
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2018-10-10,141,0.331734657684108,-0.276858240558436,-0.473101061653318,-0.523250572141448,91-180 d,0.18519265789563,0.05014951048813
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2018-11-07,169,0.331734657684108,-0.572905235613562,-0.473101061653318,-0.54764555263887,91-180 d,0.40918666827281,0.0745444909855521
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2019-09-10,476,0.331734657684108,0.27443564127373,-0.473101061653318,-0.477822637657129,>365 d,0.00164158864079839,0.00472157600381101
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2019-12-03,560,0.331734657684108,-0.84818132409604,-0.473101061653318,-0.570328960753471,>365 d,0.696100862030105,0.0972278991001529
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2020-01-28,616,0.331734657684108,-0.425343998088703,-0.473101061653318,-0.535486153720046,>365 d,0.286584045513383,0.062385092066728
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2021-12-15,1303,0.331734657684108,-0.977101323119919,-0.473101061653318,-0.580952277032461,>365 d,0.85652581232362,0.107851215379143
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2022-08-23,1554,0.331734657684108,-0.136044933964479,-0.473101061653318,-0.51164721887148,>365 d,0.109408873181459,0.038546157218162
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-05-22,2022-11-16,1639,0.331734657684108,-0.76977001214214,-0.473101061653318,-0.563867681099082,>365 d,0.606656268824516,0.090766619445764
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-10-10,2018-11-07,28,-0.276858240558436,-0.572905235613562,-0.523250572141448,-0.54764555263887,00-45 d,0.043821911640585,0.0243949804974221
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-10-10,2019-09-10,335,-0.276858240558436,0.27443564127373,-0.523250572141448,-0.477822637657129,181-365 d,0.151962472072789,0.045427934484319
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-10-10,2019-12-03,419,-0.276858240558436,-0.84818132409604,-0.523250572141448,-0.570328960753471,>365 d,0.163205032891458,0.047078388612023
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-10-10,2020-01-28,475,-0.276858240558436,-0.425343998088703,-0.523250572141448,-0.535486153720046,>365 d,0.0110240100946687,0.0122355815785981
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-10-10,2021-12-15,1162,-0.276858240558436,-0.977101323119919,-0.523250572141448,-0.580952277032461,>365 d,0.245170187337604,0.057701704891013
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-10-10,2022-08-23,1413,-0.276858240558436,-0.136044933964479,-0.523250572141448,-0.51164721887148,>365 d,0.00991419365696187,0.011603353269968
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-10-10,2022-11-16,1498,-0.276858240558436,-0.76977001214214,-0.523250572141448,-0.563867681099082,>365 d,0.121481007282893,0.040617108957634
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-11-07,2019-09-10,307,-0.572905235613562,0.27443564127373,-0.54764555263887,-0.477822637657129,181-365 d,0.358993280822063,0.069822914981741
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-11-07,2019-12-03,391,-0.572905235613562,-0.84818132409604,-0.54764555263887,-0.570328960753471,>365 d,0.0378884624451064,0.0226834081146009
mean_nosc,"Mean NOSC
(formula-count mean)",2,2,Warmed,0-10 cm,2018-11-07,2020-01-28,447,-0.572905235613562,-0.425343998088703,-0.54764555263887,-0.535486153720046,>365 d,0.0108871594099339,0.012159398918824
