response,feature,importance,feature_base,block
nosc_wmean,vwc_20_30_mean7d__missing,-3.93942604628195e-05,vwc_20_30_mean7d,climate_flux
nosc_wmean,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,-4.37885885698157e-05,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
nosc_wmean,rootstock_g_m2_20_30_minirhizotron_last365d,-4.41718811715257e-05,rootstock_g_m2_20_30_minirhizotron_last365d,bgc_sparse
nosc_wmean,temp_20_30_mean7d__missing,-4.46142998167631e-05,temp_20_30_mean7d,climate_flux
nosc_wmean,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d__missing,-5.07889245235351e-05,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
nosc_wmean,tn_ug_mL_lysimiter_surface_chemistry_last365d__missing,-5.47239931370465e-05,tn_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
nosc_wmean,temperature_sd90d,-6.08490596009128e-05,temperature_sd90d,climate_flux
nosc_wmean,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,-6.2024269921148e-05,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
nosc_wmean,temp_20_30_sd7d,-6.3104057028665e-05,temp_20_30_sd7d,climate_flux
nosc_wmean,flux_sd7d,-8.50114049040929e-05,flux_sd7d,climate_flux
nosc_wmean,temperature_sd30d,-8.8827404989267e-05,temperature_sd30d,climate_flux
nosc_wmean,temperature_mean30d,-9.75960590385225e-05,temperature_mean30d,climate_flux
nosc_wmean,rootgrowth_g_m2_day_10_20_minirhizotron_last365d,-0.000307404886750988,rootgrowth_g_m2_day_10_20_minirhizotron_last365d,bgc_sparse
lambda_wmean,date_num,9.31501742027274e-07,date_num,calendar_time
lambda_wmean,depth_group,7.80446384994971e-07,depth_group,experimental_structure
lambda_wmean,year,4.68802519285605e-07,year,calendar_time
lambda_wmean,rootgrowth_g_m2_day_0_10_minirhizotron_last365d__missing,2.64477993267009e-07,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
lambda_wmean,litterfall_mean_g_m2_mean180d,2.45670775592677e-07,litterfall_mean_g_m2_mean180d,bgc_sparse
lambda_wmean,rootstock_g_m2_10_20_minirhizotron_mean180d__missing,2.26047056897771e-07,rootstock_g_m2_10_20_minirhizotron_mean180d,bgc_sparse
lambda_wmean,vwc_20_30_mean90d,2.11309921825276e-07,vwc_20_30_mean90d,climate_flux
lambda_wmean,rootmortality_g_m2_day_20_30_minirhizotron_last365d__missing,2.09886988320696e-07,rootmortality_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_0_10_minirhizotron_last365d__missing,2.04696119616488e-07,rootmortality_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_10_20_minirhizotron_last365d__missing,1.98497492580163e-07,rootmortality_g_m2_day_10_20_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_20_30_minirhizotron_last365d__missing,1.88118458597453e-07,rootgrowth_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d__missing,1.84587433751826e-07,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_0_10_minirhizotron_days_since365d__missing,1.77880777923578e-07,rootgrowth_g_m2_day_0_10_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,rootstock_g_m2_10_20_minirhizotron_days_since365d__missing,1.74147701154759e-07,rootstock_g_m2_10_20_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d__missing,1.70242966516465e-07,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,rootstock_g_m2_10_20_minirhizotron_last365d,1.65454428143752e-07,rootstock_g_m2_10_20_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d__missing,1.47594270025087e-07,rootmortality_g_m2_day_0_10_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,rootstock_g_m2_10_20_minirhizotron_last365d__missing,1.41776360228274e-07,rootstock_g_m2_10_20_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_10_20_minirhizotron_last365d__missing,1.38203297008088e-07,rootgrowth_g_m2_day_10_20_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_20_30_minirhizotron_mean180d__missing,1.36395464836792e-07,rootmortality_g_m2_day_20_30_minirhizotron_mean180d,bgc_sparse
lambda_wmean,flux_mean90d,1.36243466600572e-07,flux_mean90d,climate_flux
lambda_wmean,rootstock_g_m2_0_10_minirhizotron_days_since365d__missing,1.34347176142358e-07,rootstock_g_m2_0_10_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d__missing,1.33963578743845e-07,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_10_20_minirhizotron_mean180d__missing,1.30541634036918e-07,rootmortality_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
lambda_wmean,rootstock_g_m2_0_10_minirhizotron_last365d__missing,1.25850365849223e-07,rootstock_g_m2_0_10_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootstock_g_m2_20_30_minirhizotron_last365d__missing,1.21442938883165e-07,rootstock_g_m2_20_30_minirhizotron_last365d,bgc_sparse
lambda_wmean,vwc_40_50_mean7d,1.1598678811775e-07,vwc_40_50_mean7d,climate_flux
lambda_wmean,rootstock_g_m2_0_10_minirhizotron_mean180d__missing,1.12607604689563e-07,rootstock_g_m2_0_10_minirhizotron_mean180d,bgc_sparse
lambda_wmean,vwc_40_50_sd90d,1.12354834438611e-07,vwc_40_50_sd90d,climate_flux
lambda_wmean,tdn_mg_l_30cm_pwchemistry_last365d,1.12109956089457e-07,tdn_mg_l_30cm_pwchemistry_last365d,bgc_sparse
lambda_wmean,vwc_20_30_mean30d,1.12006169226353e-07,vwc_20_30_mean30d,climate_flux
lambda_wmean,rootmortality_g_m2_day_0_10_minirhizotron_mean180d__missing,1.10656332559467e-07,rootmortality_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
lambda_wmean,rootstock_g_m2_20_30_minirhizotron_days_since365d__missing,1.06321649479435e-07,rootstock_g_m2_20_30_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,vwc_40_50_mean30d,1.04399198380012e-07,vwc_40_50_mean30d,climate_flux
lambda_wmean,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d__missing,9.92575869409595e-08,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,rootstock_g_m2_20_30_minirhizotron_mean180d__missing,9.46121647049658e-08,rootstock_g_m2_20_30_minirhizotron_mean180d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d__missing,9.33084394543204e-08,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,rootstock_g_m2_20_30_minirhizotron_last365d,9.25817598931289e-08,rootstock_g_m2_20_30_minirhizotron_last365d,bgc_sparse
lambda_wmean,npoc_mg_l_10cm_pwchemistry_last365d,9.19486635215794e-08,npoc_mg_l_10cm_pwchemistry_last365d,bgc_sparse
lambda_wmean,npoc_mg_l_10cm_pwchemistry_mean180d,8.59239900494746e-08,npoc_mg_l_10cm_pwchemistry_mean180d,bgc_sparse
lambda_wmean,po4_ugP_mL_lysimiter_surface_chemistry_mean180d,7.57882342559135e-08,po4_ugP_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,tn_ug_mL_lysimiter_surface_chemistry_last365d,7.16768818529445e-08,tn_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,treatment,7.16429794336282e-08,treatment,experimental_structure
lambda_wmean,npoc_ug_mL_lysimiter_surface_chemistry_last365d,6.513184696888e-08,npoc_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d__missing,6.39601345733265e-08,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
lambda_wmean,temp_40_50_mean30d,6.26912257237766e-08,temp_40_50_mean30d,climate_flux
lambda_wmean,rootmortality_g_m2_day_10_20_minirhizotron_days_since365d__missing,6.21933907281047e-08,rootmortality_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,vwc_40_50_mean90d,5.93546961860092e-08,vwc_40_50_mean90d,climate_flux
lambda_wmean,vwc_20_30_mean7d,5.72780212710899e-08,vwc_20_30_mean7d,climate_flux
lambda_wmean,no3_ugN_mL_lysimiter_surface_chemistry_last365d,5.51135603086284e-08,no3_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,rootstock_g_m2_0_10_minirhizotron_mean180d,5.25567750357947e-08,rootstock_g_m2_0_10_minirhizotron_mean180d,bgc_sparse
lambda_wmean,temp_40_50_mean90d,5.20954197562595e-08,temp_40_50_mean90d,climate_flux
lambda_wmean,temp_20_30_mean30d,5.20246436432892e-08,temp_20_30_mean30d,climate_flux
lambda_wmean,temp_40_50_sd30d,5.16768230902631e-08,temp_40_50_sd30d,climate_flux
lambda_wmean,tdn_mg_l_10cm_pwchemistry_last365d,4.72128743620459e-08,tdn_mg_l_10cm_pwchemistry_last365d,bgc_sparse
lambda_wmean,vwc_sd30d,4.21370401575416e-08,vwc_sd30d,climate_flux
lambda_wmean,flux_mean7d,4.16653450532323e-08,flux_mean7d,climate_flux
lambda_wmean,vwc_mean30d,4.11374374760243e-08,vwc_mean30d,climate_flux
lambda_wmean,temp_20_30_mean7d,4.11108540805394e-08,temp_20_30_mean7d,climate_flux
lambda_wmean,tdn_mg_l_30cm_pwchemistry_mean180d,3.95250921849666e-08,tdn_mg_l_30cm_pwchemistry_mean180d,bgc_sparse
lambda_wmean,temperature_sd90d__missing,3.42116843377038e-08,temperature_sd90d,climate_flux
lambda_wmean,vwc_20_30_sd90d,3.41523164502089e-08,vwc_20_30_sd90d,climate_flux
lambda_wmean,rootstock_g_m2_10_20_minirhizotron_mean180d,3.34003572941555e-08,rootstock_g_m2_10_20_minirhizotron_mean180d,bgc_sparse
lambda_wmean,vwc_40_50_sd90d__missing,3.1261079025402e-08,vwc_40_50_sd90d,climate_flux
lambda_wmean,flux_mean30d,3.0540895207265e-08,flux_mean30d,climate_flux
lambda_wmean,temp_40_50_mean90d__missing,2.92756372270997e-08,temp_40_50_mean90d,climate_flux
lambda_wmean,vwc_sd90d,2.92717341165982e-08,vwc_sd90d,climate_flux
lambda_wmean,rootstock_g_m2_20_30_minirhizotron_mean180d,2.84095104439164e-08,rootstock_g_m2_20_30_minirhizotron_mean180d,bgc_sparse
lambda_wmean,temp_20_30_mean90d,2.68345857021846e-08,temp_20_30_mean90d,climate_flux
lambda_wmean,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d,2.56527767739101e-08,rootgrowth_g_m2_day_20_30_minirhizotron_mean180d,bgc_sparse
lambda_wmean,temp_20_30_sd90d,2.52053964582277e-08,temp_20_30_sd90d,climate_flux
lambda_wmean,temp_40_50_sd7d,2.48940599494318e-08,temp_40_50_sd7d,climate_flux
lambda_wmean,temperature_sd90d,2.48521933652324e-08,temperature_sd90d,climate_flux
lambda_wmean,temp_40_50_sd90d__missing,2.48215445364242e-08,temp_40_50_sd90d,climate_flux
lambda_wmean,vwc_40_50_sd7d__missing,2.45814164623326e-08,vwc_40_50_sd7d,climate_flux
lambda_wmean,temperature_mean90d,2.31021648229302e-08,temperature_mean90d,climate_flux
lambda_wmean,vwc_20_30_sd90d__missing,2.27649136625985e-08,vwc_20_30_sd90d,climate_flux
lambda_wmean,temp_40_50_mean7d,2.27073713880976e-08,temp_40_50_mean7d,climate_flux
lambda_wmean,litterfall_mean_g_m2_last365d,2.21043552743883e-08,litterfall_mean_g_m2_last365d,bgc_sparse
lambda_wmean,vwc_20_30_mean90d__missing,2.12567712771783e-08,vwc_20_30_mean90d,climate_flux
lambda_wmean,rootmortality_g_m2_day_0_10_minirhizotron_mean180d,2.07022042362226e-08,rootmortality_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
lambda_wmean,temp_40_50_sd90d,2.05295458737265e-08,temp_40_50_sd90d,climate_flux
lambda_wmean,npoc_ug_mL_lysimiter_surface_chemistry_mean180d,2.0466436795985e-08,npoc_ug_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,2.02641008253401e-08,rootgrowth_g_m2_day_0_10_minirhizotron_last365d,bgc_sparse
lambda_wmean,vwc_20_30_sd30d,1.97443223510785e-08,vwc_20_30_sd30d,climate_flux
lambda_wmean,temperature_sd30d__missing,1.92710458821743e-08,temperature_sd30d,climate_flux
lambda_wmean,temperature_sd7d__missing,1.91991528650792e-08,temperature_sd7d,climate_flux
lambda_wmean,flux_sd90d__missing,1.72481402316294e-08,flux_sd90d,climate_flux
lambda_wmean,npoc_mg_l_30cm_pwchemistry_days_since365d,1.71040891792096e-08,npoc_mg_l_30cm_pwchemistry_days_since365d,bgc_sparse
lambda_wmean,vwc_mean90d,1.60897104661828e-08,vwc_mean90d,climate_flux
lambda_wmean,vwc_mean7d,1.57801350857412e-08,vwc_mean7d,climate_flux
lambda_wmean,vwc_20_30_mean7d__missing,1.48637998758083e-08,vwc_20_30_mean7d,climate_flux
lambda_wmean,temp_20_30_sd90d__missing,1.42034249410727e-08,temp_20_30_sd90d,climate_flux
lambda_wmean,vwc_mean90d__missing,1.4181361586818e-08,vwc_mean90d,climate_flux
lambda_wmean,vwc_sd90d__missing,1.41727140721137e-08,vwc_sd90d,climate_flux
lambda_wmean,flux_sd30d__missing,1.41487988734035e-08,flux_sd30d,climate_flux
lambda_wmean,vwc_sd30d__missing,1.11795599653242e-08,vwc_sd30d,climate_flux
lambda_wmean,temp_20_30_sd30d__missing,1.11791991586063e-08,temp_20_30_sd30d,climate_flux
lambda_wmean,nh4_ugN_mL_lysimiter_surface_chemistry_mean180d__missing,1.0787213577057e-08,nh4_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d__missing,1.06298867783572e-08,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,temp_20_30_mean90d__missing,1.00764094039807e-08,temp_20_30_mean90d,climate_flux
lambda_wmean,nh4_ugN_mL_lysimiter_surface_chemistry_last365d__missing,9.98539749175187e-09,nh4_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,rootstock_g_m2_20_30_minirhizotron_days_since365d,9.87073124969484e-09,rootstock_g_m2_20_30_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,po4_ugP_mL_lysimiter_surface_chemistry_last365d__missing,9.71565216678627e-09,po4_ugP_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d__missing,8.86704664337934e-09,po4_ugP_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,8.62544652679986e-09,rootgrowth_g_m2_day_0_10_minirhizotron_mean180d,bgc_sparse
lambda_wmean,nh4_ugN_mL_lysimiter_surface_chemistry_last365d,8.2657811040221e-09,nh4_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,tn_ug_mL_lysimiter_surface_chemistry_mean180d__missing,8.11709110704051e-09,tn_ug_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,temperature_mean90d__missing,7.98939251511754e-09,temperature_mean90d,climate_flux
lambda_wmean,temperature_mean7d__missing,7.9375547883398e-09,temperature_mean7d,climate_flux
lambda_wmean,vwc_40_50_mean90d__missing,7.51899807038825e-09,vwc_40_50_mean90d,climate_flux
lambda_wmean,vwc_20_30_mean30d__missing,6.50225218601364e-09,vwc_20_30_mean30d,climate_flux
lambda_wmean,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d,6.03563992607192e-09,rootgrowth_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
lambda_wmean,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d__missing,5.87040555544149e-09,nh4_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,flux_sd90d,5.45791288963926e-09,flux_sd90d,climate_flux
lambda_wmean,vwc_40_50_mean7d__missing,4.79354587712422e-09,vwc_40_50_mean7d,climate_flux
lambda_wmean,vwc_mean30d__missing,4.67963510142333e-09,vwc_mean30d,climate_flux
lambda_wmean,flux_mean90d__missing,4.65443454933379e-09,flux_mean90d,climate_flux
lambda_wmean,npoc_mg_l_30cm_pwchemistry_last365d,4.43382119019731e-09,npoc_mg_l_30cm_pwchemistry_last365d,bgc_sparse
lambda_wmean,flux_mean30d__missing,3.67236556453321e-09,flux_mean30d,climate_flux
lambda_wmean,npoc_ug_mL_lysimiter_surface_chemistry_mean180d__missing,3.65873640184589e-09,npoc_ug_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,temp_20_30_mean7d__missing,3.21494417665491e-09,temp_20_30_mean7d,climate_flux
lambda_wmean,temp_40_50_mean7d__missing,3.13675614216358e-09,temp_40_50_mean7d,climate_flux
lambda_wmean,temp_20_30_mean30d__missing,3.11605284597505e-09,temp_20_30_mean30d,climate_flux
lambda_wmean,tfvol_ml_plotmean_throughfall_mean180d__missing,3.06261558180587e-09,tfvol_ml_plotmean_throughfall_mean180d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_10_20_minirhizotron_last365d,3.00291886445869e-09,rootmortality_g_m2_day_10_20_minirhizotron_last365d,bgc_sparse
lambda_wmean,tdn_mgN_L_plotmean_throughfall_days_since365d__missing,2.83026814029697e-09,tdn_mgN_L_plotmean_throughfall_days_since365d,bgc_sparse
lambda_wmean,tfvol_ml_plotmean_throughfall_last365d__missing,2.64311862019362e-09,tfvol_ml_plotmean_throughfall_last365d,bgc_sparse
lambda_wmean,npoc_mgC_L_plotmean_throughfall_days_since365d__missing,2.51563747122319e-09,npoc_mgC_L_plotmean_throughfall_days_since365d,bgc_sparse
lambda_wmean,flux_sd7d__missing,2.21479896622689e-09,flux_sd7d,climate_flux
lambda_wmean,npoc_mgC_L_plotmean_throughfall_mean180d__missing,2.15177956275348e-09,npoc_mgC_L_plotmean_throughfall_mean180d,bgc_sparse
lambda_wmean,npoc_mgC_L_plotmean_throughfall_last365d,1.14284122920694e-09,npoc_mgC_L_plotmean_throughfall_last365d,bgc_sparse
lambda_wmean,temp_40_50_sd7d__missing,2.99243025914109e-10,temp_40_50_sd7d,climate_flux
lambda_wmean,tdn_mg_l_10cm_pwchemistry_mean180d__missing,2.98886447147595e-10,tdn_mg_l_10cm_pwchemistry_mean180d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_20_30_minirhizotron_last365d,2.6240031325564e-10,rootmortality_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
lambda_wmean,npoc_mg_l_30cm_pwchemistry_mean180d__missing,0,npoc_mg_l_30cm_pwchemistry_mean180d,bgc_sparse
lambda_wmean,tdn_mg_l_30cm_pwchemistry_mean180d__missing,0,tdn_mg_l_30cm_pwchemistry_mean180d,bgc_sparse
lambda_wmean,npoc_mg_l_10cm_pwchemistry_mean180d__missing,-1.16226146706921e-10,npoc_mg_l_10cm_pwchemistry_mean180d,bgc_sparse
lambda_wmean,tfvol_ml_plotmean_throughfall_days_since365d__missing,-6.88283204208773e-10,tfvol_ml_plotmean_throughfall_days_since365d,bgc_sparse
lambda_wmean,tn_ug_mL_lysimiter_surface_chemistry_days_since365d__missing,-8.15873860249283e-10,tn_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,tfvol_ml_plotmean_throughfall_mean180d,-8.83864694545267e-10,tfvol_ml_plotmean_throughfall_mean180d,bgc_sparse
lambda_wmean,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d,-8.88703555634862e-10,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,npoc_ug_mL_lysimiter_surface_chemistry_last365d__missing,-9.41459070924466e-10,npoc_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,tdn_mgN_L_plotmean_throughfall_mean180d,-1.35776786591713e-09,tdn_mgN_L_plotmean_throughfall_mean180d,bgc_sparse
lambda_wmean,vwc_sd7d__missing,-1.40419178507045e-09,vwc_sd7d,climate_flux
lambda_wmean,tdn_mgN_L_plotmean_throughfall_mean180d__missing,-1.45966930742425e-09,tdn_mgN_L_plotmean_throughfall_mean180d,bgc_sparse
lambda_wmean,npoc_mgC_L_plotmean_throughfall_last365d__missing,-1.86467749019315e-09,npoc_mgC_L_plotmean_throughfall_last365d,bgc_sparse
lambda_wmean,vwc_20_30_sd7d,-2.72514112875655e-09,vwc_20_30_sd7d,climate_flux
lambda_wmean,rootgrowth_g_m2_day_20_30_minirhizotron_last365d,-2.89354659166463e-09,rootgrowth_g_m2_day_20_30_minirhizotron_last365d,bgc_sparse
lambda_wmean,tdn_mgN_L_plotmean_throughfall_last365d,-3.05976459458179e-09,tdn_mgN_L_plotmean_throughfall_last365d,bgc_sparse
lambda_wmean,temp_40_50_sd30d__missing,-3.11820734721913e-09,temp_40_50_sd30d,climate_flux
lambda_wmean,no3_ugN_mL_lysimiter_surface_chemistry_mean180d__missing,-3.28602957133661e-09,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,-3.47978043180319e-09,rootgrowth_g_m2_day_10_20_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,tfvol_ml_plotmean_throughfall_last365d,-3.96558594184526e-09,tfvol_ml_plotmean_throughfall_last365d,bgc_sparse
lambda_wmean,npoc_mgC_L_plotmean_throughfall_days_since365d,-4.04772388828967e-09,npoc_mgC_L_plotmean_throughfall_days_since365d,bgc_sparse
lambda_wmean,tfvol_ml_plotmean_throughfall_days_since365d,-4.1245956303726e-09,tfvol_ml_plotmean_throughfall_days_since365d,bgc_sparse
lambda_wmean,tdn_mgN_L_plotmean_throughfall_last365d__missing,-4.19060872092203e-09,tdn_mgN_L_plotmean_throughfall_last365d,bgc_sparse
lambda_wmean,npoc_mgC_L_plotmean_throughfall_mean180d,-4.38096516552911e-09,npoc_mgC_L_plotmean_throughfall_mean180d,bgc_sparse
lambda_wmean,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d__missing,-4.40626566322599e-09,npoc_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,tdn_mgN_L_plotmean_throughfall_days_since365d,-4.71039778471294e-09,tdn_mgN_L_plotmean_throughfall_days_since365d,bgc_sparse
lambda_wmean,vwc_40_50_sd30d__missing,-5.08896852902119e-09,vwc_40_50_sd30d,climate_flux
lambda_wmean,temp_40_50_mean30d__missing,-5.85389210838727e-09,temp_40_50_mean30d,climate_flux
lambda_wmean,no3_ugN_mL_lysimiter_surface_chemistry_last365d__missing,-5.87389460093846e-09,no3_ugN_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,vwc_20_30_sd30d__missing,-5.9395904208337e-09,vwc_20_30_sd30d,climate_flux
lambda_wmean,vwc_mean7d__missing,-6.1325929816558e-09,vwc_mean7d,climate_flux
lambda_wmean,vwc_40_50_sd30d,-6.36055376923572e-09,vwc_40_50_sd30d,climate_flux
lambda_wmean,temperature_mean30d__missing,-6.83237354470734e-09,temperature_mean30d,climate_flux
lambda_wmean,tn_ug_mL_lysimiter_surface_chemistry_last365d__missing,-6.94280213919818e-09,tn_ug_mL_lysimiter_surface_chemistry_last365d,bgc_sparse
lambda_wmean,rootstock_g_m2_0_10_minirhizotron_last365d,-6.98467004411896e-09,rootstock_g_m2_0_10_minirhizotron_last365d,bgc_sparse
lambda_wmean,rootstock_g_m2_10_20_minirhizotron_days_since365d,-7.00211437076881e-09,rootstock_g_m2_10_20_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,tdn_mg_l_30cm_pwchemistry_days_since365d,-7.35384945604878e-09,tdn_mg_l_30cm_pwchemistry_days_since365d,bgc_sparse
lambda_wmean,temperature_sd30d,-7.52173094609176e-09,temperature_sd30d,climate_flux
lambda_wmean,flux_mean7d__missing,-7.746889254312e-09,flux_mean7d,climate_flux
lambda_wmean,vwc_40_50_mean30d__missing,-8.74624946867186e-09,vwc_40_50_mean30d,climate_flux
lambda_wmean,flux_sd7d,-9.18316916087569e-09,flux_sd7d,climate_flux
lambda_wmean,temp_20_30_sd7d__missing,-1.02434167497112e-08,temp_20_30_sd7d,climate_flux
lambda_wmean,temp_20_30_sd7d,-1.25753543074314e-08,temp_20_30_sd7d,climate_flux
lambda_wmean,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,-1.37019923072135e-08,rootgrowth_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,vwc_40_50_sd7d,-1.54686067876941e-08,vwc_40_50_sd7d,climate_flux
lambda_wmean,vwc_20_30_sd7d__missing,-1.57037937336124e-08,vwc_20_30_sd7d,climate_flux
lambda_wmean,tn_ug_mL_lysimiter_surface_chemistry_mean180d,-1.57457960427987e-08,tn_ug_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,temperature_mean30d,-1.61195816805737e-08,temperature_mean30d,climate_flux
lambda_wmean,po4_ugP_mL_lysimiter_surface_chemistry_mean180d__missing,-1.9346726739089e-08,po4_ugP_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d,-1.98610816042333e-08,rootmortality_g_m2_day_20_30_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,temp_20_30_sd30d,-2.03444757220783e-08,temp_20_30_sd30d,climate_flux
lambda_wmean,rootmortality_g_m2_day_20_30_minirhizotron_mean180d,-2.07803221328184e-08,rootmortality_g_m2_day_20_30_minirhizotron_mean180d,bgc_sparse
lambda_wmean,temperature_mean7d,-2.11810101768961e-08,temperature_mean7d,climate_flux
lambda_wmean,tn_ug_mL_lysimiter_surface_chemistry_days_since365d,-2.19211604470804e-08,tn_ug_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,rootstock_g_m2_0_10_minirhizotron_days_since365d,-2.30042555631194e-08,rootstock_g_m2_0_10_minirhizotron_days_since365d,bgc_sparse
lambda_wmean,npoc_mg_l_10cm_pwchemistry_days_since365d,-2.32217837952131e-08,npoc_mg_l_10cm_pwchemistry_days_since365d,bgc_sparse
lambda_wmean,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,-2.5320403034268e-08,no3_ugN_mL_lysimiter_surface_chemistry_mean180d,bgc_sparse
lambda_wmean,rootmortality_g_m2_day_10_20_minirhizotron_mean180d,-2.62910234034575e-08,rootmortality_g_m2_day_10_20_minirhizotron_mean180d,bgc_sparse
lambda_wmean,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,-2.84079153582972e-08,no3_ugN_mL_lysimiter_surface_chemistry_days_since365d,bgc_sparse
lambda_wmean,vwc_sd7d,-2.96293379342671e-08,vwc_sd7d,climate_flux
